id,Chemical Name,LogP (Partition coefficient),LogS (water solubility of the ingredient),Molecular weight,Density,Chemical formula,Structure,Synonyms,Functionalities
1520,LARD GLYCERIDE,,,,,,,,
1521,LAURALKONIUM BROMIDE,,,384.44,,C21H38BrN,,"['DDBAB', 'BROMIDE', 'bacforbl', 'sterinol', 'New clean out', 'sinnoquatbl95', 'ammonylbr1244', 'sinnoquatbl80', 'Bromo-Geramine', 'Bromo Geramine', 'Benzalkonlumbromide', 'zylaminoniumbromide', 'LAURALKONIUM BROMIDE', 'BENZALKONIUM BROMIDE', 'BENZODODECINIUM BROMIDE', 'N-Dodecyl-N,N-dimethylbe', 'BENZYLDIMETHYLDODECYLAMMONIU', 'Benzyl Dimethyl Dodecyl Ammoniu', 'LAURYLDIMETHYLBENZYLAMMONIUMBROMIDE', 'benzyldodecyldimethyl-ammoniubromide', 'dimethyllaurylbenzeneammoniumbromide', 'BENZYLDODECYLDIMETHYLAMMONIUM BROMIDE', 'bromekdwumetylolaurylobenzyloamoniowy', 'AMMONIUM,BENZYLDODECYLDIMETHYL-BROMIDE', 'Dimethyl benzyl lauryl ammonium bromide', 'Dodecyl dimethyl benzyl ammonium bromide', 'N-Dodecyl-N,N-dimethylben-zylaminoniumbromide', 'N-benzyl-N,N-dimethyldodecan-1-aminium bromide', 'Dodecyl-N,N-dimethylbenzenemethanaminium bromide', 'n-dodecyl-n,n-dimethyl-benzenemethanaminiubromide', 'N-Dodecyl-N,N-dimethylbenzenemethanaminiumbromide', 'Benzenemethanaminium,N-dodecyl-N,N-dimethyl-,bromide', 'Benzenemethanaminium, N-dodecyl-N,N-dimethyl-, bromide']",
1522,LAURALKONIUM CHLORIDE,,6.61e-5,474.125,Not found,C29H44NO2.Cl,[Cl-].CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,"['Lauralkonium', 'Lauralkonium chloride', 'Benzyl(2-(p-(lauroyl)phenoxy)ethyl)dimethylammonium chloride']","antistatic,preservative,surfactant,biocide"
1523,LAURAMIDE,,Insoluble in water,199.33,0.9216 (rough estimate),C12H25NO,CCCCCCCCCCCC(N)=O,"['Amide KK', 'Diamide Y', 'LAURAMIDE', 'Lanriamide', 'Dodecamide', 'LAURYLAMIDE', 'DODECANAMIDE', 'LAUROYLAMIDE', 'Lauric amide', 'Dodecylamide', 'n-dodecanamide', 'Dodecanoylamide', 'Lauroicacidamide', 'Dodecylacid amide', 'dodecanoic acid amide']",viscosity controlling
1524,LAURAMIDE DEA,,2.58e-2,287.444,0.981,C16H33NO3,CCCCCCCCCCCC(=O)N(CCO)CCO,"LAURAMIDE DEA,dodecanamide_ n_n-bis(2-hydroxyethyl)-_ (cocodiethanolamide),dodecanamide_ n_n-bis(2-hydroxyethyl)-_ (coconutdiethanolamide),cocodiethanolamide_ lauric diethanolamine_ coconut oil ofdiethanolamine,cocodiethanolamide,dodecanamide_ n_n-bis(2-hydroxyethyl)-_ (coco diethanol amide) (mfr cas# 61789-19-3),dodecanamide_ n_n-bis(2-hydroxyethyl)-_ (lauramide dea),cocodiethanolamide_ lauric diethanolamine_ coconut oil of diethanolamine,dodecamide_ n_n-bis (2-hydroxyethyl)-_ (cocodiethanolamide),coconut oil alkanolamide/coconut diethanolamide,dodecanamide_ n_n-bis(2-hydroxyethyl)-_ (coco diethanol-amide) (mfr cas# 68440-04-0),dodecanamide_ n_n-bis(2-hydroxyethyl)-_ (coco fatty acid diethanole amide),cocodiethanolamide_ lauric diethanolamine_ coconut oil of diethanolamine*96-2*,dodecanamide_ n_n-bis(2-hydroxyethyl)-_ (lauric acid diethanolamide condensate). ld50:(oral_rat) 2700 mg/kg.,coconut oil alkanolamide,dodecanamide_ n_n3-bis(2-hydroxyethyl)-_ (coco fatty acid),lauramide dea,dodecanamide_n_n-bis(2-hydroxyethyl)-_ (coco fatty acid diethanol amide),nan,Lauric acid diethanolamide,N,N-bis(2-hydroxyethyl)dodecanamide,_lauramide dea","Antistatic,surfactant - foam booster,viscosity increasing agent - aqueous,antistatic,foam boosting,surfactant,viscosity controlling"
1525,LAURAMIDE MEA,,3.06e-4,243.391,0.921,C14H29NO2,CCCCCCCCCCCC(=O)NCCO,"lauramide mea,2-dodecanamidoethanol,nan,Lauramide MEA,N-(2-Hydroxyethyl)dodecanamide,LAURAMIDE MEA,_lauryl monoethanolamide (lmmea)","surfactant - foam booster,viscosity increasing agent - aqueous,antistatic,foam boosting,surfactant,viscosity controlling"
1526,LAURAMIDE MIPA,,5.57e-2,257.41,0.919Â±0.06 g/cm3(Predicted),C15H31NO2,CCCCCCCCCCCC(=O)NCC(C)O,"['LAURAMIDE MIPA', 'N-(2-Hydroxypropyl)dodecanamid', 'N-(2-hydroxypropyl)dodecanamide', 'N-(2-Hydroxypropyl)lauric amide', 'Dodecanamide, N-(2-hydroxypropyl)-', 'N-(2-hydroxypropan-2-yl)dodecanamide', 'N-(1-hydroxy-1-methyl-ethyl)lauramide']","antistatic,foam boosting,surfactant,viscosity controlling"
1527,LAURAMIDOPROPYL ACETAMIDODIMONIUM CHLORIDE,,,,,,,,
1528,LAURAMIDOPROPYL BETAINE,,3.12e-4,342.524,Not found,C20H40N2O3,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O,"['Mirataine BB', 'LAURAMIDOPROPYL BETAINE', '3-(dodecanoylamino)-2-(trimethylazaniumyl)pentanoate', '1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-oxo dodecyl)amino]-, hydroxide, inner salt']","Cleaning and Foaming Agent,Foaming agent,Surfactant,surfactant,antistatic agent,hair conditioning agent,skin-conditioning agent - miscellaneous,surfactant - cleansing agent,surfactant - foam booster,viscosity increasing agent - aqueous,antistatic,cleansing,foam boosting,hair conditioning,skin conditioning,viscosity controlling"
1529,LAURAMIDOPROPYL DIMETHYLAMINE,,,,,,,,
1530,LAURAMIDOPROPYL DIMETHYLAMINE PROPIONATE,,,,,,,,
1531,LAURAMIDOPROPYL PG-DIMONIUM CHLORIDE,,,,,,,,
1532,LAURAMINE,,3.32e-4,185.355,0.813,C12H27N,CCCCCCCCCCCCN,"dodecylamine_ (laurylamine),1-Dodecanamine,dodecylamine/laurylamine,lauramine",antistatic
1533,LAURAMINE OXIDE,,1.04e-5,229.408,Not found,C14H31NO,CCCCCCCCCCCC[N+](C)(C)[O-],"lauramine oxide,Lauramine oxide,Lauramine Oxide,Lauryldimethylamine oxide,lauryl dimethyl amine oxide,laural amine oxide,dodecylamine_ n_ n-dimethyl_ n-oxide_ (lauryl dimethylamine oxide),dodecylamine_ n_n-dimethyl_ n-oxide_ (docecylamine n-ndimethyl n-oxide),dodecylamine n-n-dimethyl_ n-oxide_ (dodecylamine n-n dimethyl n-ox),dodecylamine_n_n-dimethyl-_ n-oxide_ (dodecylamine n-n dimethyl n-oxide),dodecylamine_n_n-dimethyl-_n-oxide/lauryldimethylamine oxide,amine oxide detergent,dodecylamine_ n_n-dimethyl-_ n-oxide_ (lauryl dimethyl amine oxide),dodecylamine_ n_n-dimethyl-_ n-oxide_ (lauramine oxide),dodecylamine_ n_n-dimethyl-_n-oxide_ (n_n-dimethyl-1-dodecanamine-n-oxide),dodecylamine_ n_n-dimethyl-_ n-oxide_ (lauryl dimetyl amine oxide),amine oxides,nan,LAURAMINE OXIDE,amine oxide,alkyl dimethylamine oxide,lauryl dimethylamine oxide,N_N-Dimethyldodecylamine oxide,dodecyldimethylamine oxide,Lauryl dimethyl amine oxide,1-dodecanamine, n,n-dimethyl-, n-oxide,Dodecyldimethylamine oxide,lauramine oxide cleaning agent,n,n-dimethyldodecylamine-n-oxide,_lauramine oxide","cleaning agent,surfactant, surfactant, cleaning agent,surfactant-cleaning agent,emulsifier,foam enhancer, stabilizer, cleaner, thickener,Surfactant,fragrance component,surfactant (cleaning agent),wetting agent,fragrance ingredient,hair conditioning agent,surfactant - cleansing agent,surfactant -foam booster,surfactant - hydrotrope,antistatic,cleansing,foam boosting,hair conditioning,hydrotrope,perfuming,viscosity controlling"
1534,LAURAMINOPROPIONIC ACID,,,257.41,,C15H31NO2,,"['n-dodecyl-beta-alanin', 'b-Alanine, N-dodecyl-', 'LAURAMINOPROPIONIC ACID', 'N-dodecyl-.beta.-Alanine', '.beta.-Alanine, N-dodecyl-', '3-dodecylaminopropionic acid', '3-(Dodecylamino)propanoic acid', 'N-Lauryl-B-aminopropionic acid']",
1535,LAURETH-1,,2.88e-4,230.392,0.865,C14H30O2,CCCCCCCCCCCCOCCO,"LAURETH-1,Ethylene glycol monododecyl ether,lauryl ethoxylate,laureth-1","surfactant - emulsifying agent,emulsifying,surfactant"
1536,LAURETH-2,,,,,,,,
1537,LAURETH-2 ACETATE,,2.06e-5,316.482,0.919,C18H36O4,CCCCCCCCCCCCOCCOCCOC(C)=O,laureth-2 acetate,"emollient,skin conditioning"
1538,LAURETH-2 BENZOATE,,1.99e-6,378.553,0.970,C23H38O4,CCCCCCCCCCCCOCCOCCOC(=O)C1=CC=CC=C1,"laureth-2 benzoate,LAURETH-2 BENZOATE","skin-conditioning agent - emollient,emollient"
1539,LAURETH-2 ETHYLHEXANOATE,,,400.63552,,C24H48O4,,['LAURETH-2 ETHYLHEXANOATE'],
1540,LAURETH-3,,3.70e-4,318.498,0.925,C18H38O4,CCCCCCCCCCCCOCCOCCOCCO,"Laureth-3,LAURETH-3,Triethylene glycol monododecyl ether,laureth-3","surfactant - emulsifying agent,emulsifying,surfactant"
1541,LAURETH-3 CARBOXYLIC ACID,,,332.48,,C18H36O5,,"['LAURETH-3 CARBOXYLIC ACID', '[2-[2-(dodecyloxy) ethoxy]ethoxy]-Acetic acid', 'Acetic acid, 2-[2-[2-(dodecyloxy)ethoxy]ethoxy]-']",
1542,LAURETH-4 PHOSPHATE,,,,,,,,
1543,LAURETH-5,,2.19e-4,406.604,0.963 g/mL at 20 °C,C22H46O6,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,"Pentaethylene glycol monododecyl ether,laureth-5,LAURETH-5","surfactant - emulsifying agent,emulsifying,surfactant"
1544,LAURETH-5 CARBOXYLIC ACID,,,420.58,,C22H44O7,,"['LAURETH-5 CARBOXYLIC ACID', '3,6,9,12,15-Pentaoxaheptacosanoic acid', '2-[2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethoxy]acetic acid']",
1545,LAURETH-6,,,,,,,,
1546,LAURETH-7,,,,,,,,
1547,LAURETH-7 PHOSPHATE,,,,,,,,
1548,LAURETH-8 PHOSPHATE,,,,,,,,
1549,LAURETH-9,,,,,,,,
1550,LAURETH-10 CARBOXYLIC ACID,,,,,C16H32O4,,"['laureth-4carboxylicacid,laureth-5carboxylicacid,laureth-11', 'Polyoxyethylenelaurylethercarboxylicacid', 'LAURETH-11 CARBOXYLIC ACID', 'LAURETH-4 CARBOXYLIC ACID', 'LAURETH-6 CARBOXYLIC ACID', 'GLYCOLIC ACID ETHOXYLATE LAURYL ETHER', 'LAURETH-10 CARBOXYLIC ACID', 'LAURETH-14 CARBOXYLIC ACID']",
1551,LAURETH-11,,,,,,,,
1552,LAURETH-11 CARBOXYLIC ACID,,,,,C16H32O4,,"['laureth-4carboxylicacid,laureth-5carboxylicacid,laureth-11', 'Polyoxyethylenelaurylethercarboxylicacid', 'LAURETH-11 CARBOXYLIC ACID', 'LAURETH-4 CARBOXYLIC ACID', 'LAURETH-6 CARBOXYLIC ACID', 'GLYCOLIC ACID ETHOXYLATE LAURYL ETHER', 'LAURETH-10 CARBOXYLIC ACID', 'LAURETH-14 CARBOXYLIC ACID']",
1553,LAURETH-12,,1.28e-5,714.975,1.01,C36H74O13,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,"laureth-12,LAURETH-12","surfactant - emulsifying agent,emulsifying,surfactant"
1554,LAURETH-23,,,,,,,,
1555,LAURIC ACID,,insoluble,200.32,0.883 g/mL at 25 °C (lit.),C12H24O2,CCCCCCCCCCCC(O)=O,"['Emery651', 'yeuguisuan', 'Lauric acid', 'Dodecanoic acid', 'Laurosteaic acid', 'lauric acid, pure', 'lauric acid free acid sigma grade', 'Lauric Acid (Dodecanoic acid,C12)']","Humectant,Emulsion Stabiliser,Emulsifier,Surfactant,emulsifier,fragrance component,fragrance ingredient,surfactant - cleansing agentsurfactant-cleansing agent is included as a function for the soap form of lauric acid.,cleansing,emulsifying,surfactant,flavouring"
1556,LAUROYL GLUTAMIC ACID,,,,,,,,
1557,LAUROYL LACTYLIC ACID,,4.42e-3,344.448,1.05,C18H32O6,CCCCCCCCCCCC(=O)OC(C)C(=O)OC(C)C(O)=O,"LAUROYL LACTYLIC ACID,lauroyl lactylic acid","surfactant - emulsifying agent,surfactant"
1558,LAUROYL LYSINE,,,,,,,,
1559,LAUROYL METHYL ALANINE,,,,,,,,
1560,LAUROYL PG-TRIMONIUM CHLORIDE,,Not found,351.96,Not found,C18H38ClNO3,[Cl-].CCCCCCCCCCCC(=O)OCC(O)C[N+](C)(C)C,lauroyl pg-trimonium chloride,"antistatic,hair conditioning"
1561,LAUROYL SARCOSINE,,1.10e-4,271.401,0.976,C15H29NO3,CCCCCCCCCCCC(=O)N(C)CC(O)=O,"nan,sodium lauroyl sarcosinate,Glycine_ N-methyl-N-(1-oxododecyl)-,LAUROYL SARCOSINE,lauroyl sarcosine,n-lauroylsarcosine","hair conditioning agent,surfactant - cleansing agent,antistatic,cleansing,hair conditioning,surfactant"
1562,LAURTRIMONIUM BROMIDE,,soluble,308.34,1.1566 (rough estimate),C15H34BrN,[Br-].CCCCCCCCCCCC[N+](C)(C)C,"['1231', 'DTAB', 'e8013', 'CetrimideSubstitute', 'LAURTRIMONIUM BROMIDE', 'trimethyllaurylammoniumbromide', 'dodecyltrimethyl-ammoniubromide', 'trimethyldodecylammoniumbromide', 'Dodecayltrimethylaminiumbromide', 'DODECYLTRIMETHYLAMMONIUM BROMIDE', 'Dodecyl Trimethyl Amonium Bromide', 'ammonium,dodecyltrimethyl-,bromide', 'Dodecyl Trimethyl Ammonium Bromide', 'N-DODECYL TRIMETHYLAMMONIUM BROMIDE', '(1-Dodecyl)trimethylammonium bromide', 'n,n,n-trimethyl-1-dodecanaminiubromide', 'N-lauryl-N,N,N-trimethylammoniumbromide', 'N,N,N-trimethyl-1-dodecanaminium bromide', '1-Dodecanaminium,N,N,N-trimethyl-,bromide', 'n,n,n-trimethyl-1-dodecanaminiubromidentis**ots0545456', '1-Dodecanaminium,N,N,N-trimethyl-,bromide ammonium,dodecyltrimethyl-,bromide']","antistatic,hair conditioning,preservative"
1563,LAURTRIMONIUM CHLORIDE,,6.80e-3,263.89,Not found,C15H34ClN,[Cl-].CCCCCCCCCCCC[N+](C)(C)C,"lauryl trimethyl ammonium chloride*92-1*,lauryl trimethyl ammonium chloride,lauryl trimethyl ammonium chloride *93-1*,laurel trimethyl ammonium chloride_(n_n_n-trimethyl-1-dodecanaminum),laurel trimethyl ammonium chloride_(n_n_n-trimethyl-1-dodeconaminium),lauryl trimethyl ammonium chloride              *95-1*,laurel trimethyl ammonium chloride_ (dodecyltrimethylammonium chloride),n_n_n-trimethyl-1-dodecanaminium chloride,Laurtrimonium Chloride,laurtrimonium chloride,1-Dodecanaminium_ N_N_N-trimethyl-_ chloride","Preservative,Antistatic Agent,Emulsifier,surfactant, surfactant, softening agent,antistatic,emulsifying,preservative"
1564,LAURYL ALCOHOL,,insoluble,186.33,0.833g/mLat 25°C(lit.),C12H26O,CCCCCCCCCCCCO,"['dodecanol', '1-Dodecanol', 'Alcohol, C12', 'Dodecan-1-ol', 'Lauryl alcohol', 'Hydroxydodecane', 'Dodecyl alcohol', 'Undecyl carbinol', 'N-DODECYL ALCOHOL', '1-Hydroxydodecane', 'RARECHEM AL BD 0157', 'TIMTEC-BB SBB008734', '1-DODECANOL GC STANDARD']","Process by-product,Fragrance,emollient / emulsion stabilising / viscosity controlling / emulsifying,Fragrance Component,fragrance component,stabilizer,emulsion stabilizer,fragrance ingredient,skin-conditioning agent - emollient,surfactant -foam booster,viscosity increasing agent - aqueous,viscosity increasing agent - nonaqueous,emollient,emulsifying,emulsion stabilising,viscosity controlling,plasticizer,flavouring,stabilizing agent,defoamer"
1565,LAURYL AMINOPROPYLGLYCINE,,,,,,,,
1566,LAURYL BEHENATE,,4.03e-9,508.916,0.813,C34H68O2,CCCCCCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC,['LAURYL BEHENATE'],"emollient,skin conditioning"
1567,LAURYL BETAINE,,,,,,,,
1568,LAURYL DIETHYLENEDIAMINOGLYCINE,,,,,,,,
1569,LAURYL ETHYLHEXANOATE,,,,,,,,
1570,LAURYL GLYCOL,,5.72e-4,202.338,0.909,C12H26O2,CCCCCCCCCCC(O)CO,"LAURYL GLYCOL,lauryl glycol","antistatic,emollient,hair conditioning,skin conditioning"
1571,LAURYL HYDROXYETHYL IMIDAZOLINE,,33.9mg/L at 20°C,268.44,0.98Â±0.1 g/cm3(Predicted),C16H32N2O,,"['LURYLIMIDAZOLINE', 'LAURYL HYDROXYETHYL IMIDAZOLINE', '1-Hydroxyethyl-2-undecylimidazoline', '1-(2-Hydroxyethyl)-2-undecylimadazoline', '1-(2-Hydroxyethyl)-2-undecyl-2-imidazoline', '4,5-dihydro-2-undecyl-1h-imidazole-1-ethano', '4,5-dihydro-2-undecyl-1H-imidazole-1-ethanol', '1H-Imidazole-1-ethanol, 4,5-dihydro-2-undecyl-']",
1572,LAURYL HYDROXYSULTAINE,,2.56e-3,351.55,Not found,C17H37NO4S,CCCCCCCCCCCC[N+](C)(C)CC(O)CS([O-])(=O)=O,"nan,lauryl hydroxysultaine","antistatic,cleansing,foam boosting,hair conditioning,skin conditioning,surfactant,viscosity controlling"
1573,LAURYL ISOQUINOLINIUM BROMIDE,,1.53e-4,169.3269,Not found,C12H25*,[Br-].CCCCCCCCCCCC[N+]1=CC2=CC=CC=C2C=C1,['LAURYL ISOQUINOLINIUM BROMIDE'],"antimicrobial,antistatic,deodorant,surfactant"
1574,LAURYL ISOQUINOLINIUM SACCHARINATE,,Not found,480.67,Not found,C28H36N2O3S,O=C1[N-]S(=O)(=O)C2=CC=CC=C12.CCCCCCCCCCCC[N+]1=CC2=CC=CC=C2C=C1,,
1575,LAURYL ISOSTEARATE,,,,,,,,
1576,LAURYL LACTATE,,,,,,,,
1577,LAURYL METHACRYLATE,,insoluble,254.41,0.868 g/mL at 25 °C (lit.),C16H30O2,CCCCCCCCCCCCOC(=O)C(C)=C,"['Lauryl methacrylate', 'LAURYL METHACRYLATE', 'DODECYL METHACRYLATE', 'Dodecyl methacrylate', 'dodecyl methacrylate', '1-Dodecanol methacrylate', 'Dodecyl 2-methylacrylate', 'DODECYL 2-METHYLPROPENOATE', 'DODECYL 2-METHYL-2-PROPENOATE', 'dodecyl 2-methylprop-2-enoate', 'METHACRYLIC ACID LAURYL ESTER', 'METHACRYLIC ACID DODECYL ESTER', 'Methacrylic acid, lauryl ester', 'Methacrylic acid, dodecyl ester', 'METHACRYLIC ACID N-DODECYL ESTER', 'Laurylester kyseliny methakrylove', '2-propenoic acid, 2-methyl-, dodecyl ester', '4-02-00-01529 (Beilstein Handbook Reference)']","fragrance,fragrance component,artificial nail builder,viscosity controlling"
1578,LAURYL MYRISTATE,,,,,,,,
1579,LAURYL OLEATE,,,450.78,0.865Â±0.06 g/cm3(Predicted),C30H58O2,,"['NSC 332562', 'Lauryl oleate', 'dodecyl oleate', 'Dodecyl oleate', 'Oleic acid, lauryl ester', 'dodecyl octadec-9-enoate', 'Oleic acid dodecyl ester', 'dodecyl (9Z)-octadec-9-enoate', 'dodecyl (9E)-octadec-9-enoate', '9-Octadecenoicacid(Z)-,dodecylester', '(Z)-9-Octadecenoic acid dodecyl ester', '9-Octadecenoic acid (Z)-, dodecyl ester', '9-Octadecenoic acid (9Z)-, dodecyl ester']",
1580,LAURYL PALMITATE,,8.39e-8,424.74,0.825,C28H56O2,CCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC,"['Ai3-31584', 'Einecs 255-725-7', 'LAURYL PALMITATE', 'dodecyl hexadecanoate']","antistatic,emollient,skin conditioning"
1581,LAURYL PCA,,3.50,297.43,0.990Â±0.06 g/cm3(Predicted),C17H31NO3,CCCCCCCCCCCCOC(=O)[C@@H]1CCC(=O)N1,"['L-Proline, 5-oxo-, dodecyl ester', '(S)-5-Oxopyrrolidine-2-carboxylic acid dodecyl ester', 'Pyroglutamic acid dodecyl ester', 'Einecs 245-224-1', 'dodecyl 5-oxo-L-prolinate', 'LAURYL PCA']","skin-conditioning agent - miscellaneous,humectant,skin conditioning"
1582,LAURYL PHOSPHATE,,Not found,284.33,Not found,C12H29O5P, ,"['LAURYL PHOSPHATE', 'DODECYL PHOSPHATE', 'DODECYLPHOSPHORIC ACID', 'MONO-DODECYL PHOSPHATE', 'MONO-N-DODECYL PHOSPHATE', 'Phosphorsure, Dodecylester', 'Phosphoricacid,dodecylester', 'Dodecylalcohol,phosphateester']",emulsifying
1583,LAURYL PYRROLIDONE,,51.7mg/L at 20°C,253.42,0.89g/mLat 25°C(lit.),C16H31NO,,"['NDP', 'CREASTAR AU-EX', 'LAURYL PYRROLIDONE', 'N-Laurylpyrrolidone', 'N-DODECYLPYRROLIDONE', 'N-Lauryl-2-pyrrolidone', '1-Lauryl-2-pyrrolidone', 'N-dodecyl-2-prrolidone', 'N-DODECYL-2-PYRROLIDONE', 'N-dodecyl-2-pyrrolidone', '1-Dodecyl-2-pyrrolidone', '1-dodecyl-2-pyrrolidinon', '1-dodecylpyrrolidin-2-one', '1-dodecyl-2-pyrrolidinone', '1-DODECYL-2-PYRROLIDINONE', 'N-(n-dodecyl) Pyrrolidinone']",
1584,LAURYL STEARATE,,,452.8,,C30H60O2,,['Lauryl Stearate'],
1585,LAURYL SULTAINE,,4.34e-4,335.55,Not found,C17H37NO3S,CCCCCCCCCCCC[N+](C)(C)CCCS([O-])(=O)=O,lauryl sultaine,"antistatic,cleansing,foam boosting,hair conditioning,skin conditioning,surfactant,viscosity controlling"
1586,LAURYLAMINE DIPROPYLENEDIAMINE,,6.48e-5,299.547,0.849,C18H41N3,CCCCCCCCCCCCN(CCCN)CCCN,"n_n-bis-(3-aminopropyl)- dodecylamine,n-(3-aminopropyl)-n-dodecylpropane-1_3-diamine,tertiary alkylamine,laurylamine dipropylenediamine","hair conditioning,viscosity controlling"
1587,LAURYLPYRIDINIUM CHLORIDE,,1.04e-2,283.8798,Not found,C17H30ClN,[Cl-].CCCCCCCCCCCC[N+]1=CC=CC=C1,"['lpc', 'eltren', 'LPC (EGG)', 'dehyquartc', 'quaternariolpc', '1-dodecylpyridinium', 'Laurylpyridinum chloride', 'LAURYL PYRIDIUM CHLORIDE', 'LAURYLPYRIDINIUM CHLORIDE', 'DODECYLPYRIDINIUM CHLORIDE', '1-laurylpyridiniumchloride', 'Lauryl pyridinium chloride', 'N-LAURYLPYRIDINIUM CHLORIDE', '1-dodecyl-pyridiniuchloride', '1-Dodecylpyridinium chloride', 'N-LAULYL PYRIDINIUM CHLORIDE', '1-dodecylpyridinium chloride', 'N-DODECYLPYRIDINIUM CHLORIDE', 'LAURYL PYRIDINIUM CHLORIDE (EGG)', '1-Dodecylpyridin-1-ium chloride hydrate', 'PYRIDINIUM,1-DODECYL-,CHLORIDE,MONOHYDRATE']","antimicrobial,antistatic,deodorant,surfactant"
1588,LAWSONE,,2 g/L (20 °C),174.15,1.2346 (rough estimate),C10H6O3,OC1=CC(=O)C2=CC=CC=C2C1=O,"['Henna', 'Lawsone', 'C.I. 75480', 'Natural Orange 6', 'C.I. Natural Orange 6', '2-Hydroxynaphthoquinone', '2-Hydroxy-p-naphthoquinone', '2-Hydroxy-1,4-Naphoquinone', '2-hydroxy-4-naphthoquinone', '2-Hydroxy-1,4-Naphthquinone', '2-Hydroxy-1,4-naphthoquinone', '2-hydroxy-4-naphthalenedione', 'Lawsone,  Natural  Orange  6', '1,4-Naphthoquinone, 2-hydroxy-', '2-Hydroxy-1,4-naphthalenedione', '1,4-Naphthalenedione,2-hydroxy-', 'Lawsone2-hydroxy-1,4-naphthoquinone', '1,4-Dihydro-1,4-dioxo-2-hydroxynaphthalene']",hair dyeing
1589,LEUCINE,,125.5 g/L (20 °C),131.17,1.1720 (estimate),C6H13NO2,CC(C)CC(N)C(O)=O,"['LEU', 'LEUCINE', 'H-Tle-OH', 'NSC203785', 'LEUCINE, L-', '3-methylvaline', 'L-tert-Leucine', '(S)-(+)-LEUCINE', 'D-t-Butylglycine', 'L-valine,3-methyl', '3-Methyl-l-valine', 'RARECHEM AB PP 3754', 'L-A-AMINOISOCAPROIC ACID', 'L-2-AMINO-4-METHYLVALERIC ACID', 'L-A-AMINO-G-METHYL VALERIC ACID', '2-amino-3,3-dimethyl-butanoic acid', 'L-2-Amino-3,3-dimethylbutanoic acid']","fragrance ingredient,hair conditioning agent,skin-conditioning agent - miscellaneous"
1590,LEVULINIC ACID,,Soluble in water ( 675g/L at 20°C).,116.12,1.134 g/mL at 25 °C (lit.),C5H8O3,CC(=O)CCC(O)=O,"['aevuL', '4-oxovaleric', 'Levulic Acid', 'laevulic acid', 'Levulinic acid', '4-oxopentanoate', '4-oxovaleric acid', '4-oxo-pentanoicaci', '4-Oxopentanoic acid', '2-Acetopropionicacid', '4-Keto-n-valericacid', '4-Ketopentanoic acid', '4-Oxopentanoic  acid)', 'sodium 4-oxopentanoate', '2-methyl-3-oxobutanoic acid', 'calcium bis(4-oxopentanoate)', 'Levulinic acid 4-oxopentanoic acid', 'Levulinic acid,(4-Ketopentanoic  acid', '4-Oxo-pentanoic acid (levulinic acid)']","skin conditioning,fragrance component,fragrance ingredient,skin-conditioning agent - miscellaneous,perfuming,flavouring"
1591,LINALOOL,,1.45 g/L (25 °C),154.25,0.87 g/mL at 25 °C (lit.),C10H18O,CC(C)=CCCC(C)(O)C=C,"['Linalol', 'Linalool', 'linalool B', 'b-Linalool', '(Â±)-Linalool', '(+-)-Linalool', 'beta-Linalool', 'femanumber2635', '.beta.-Linalool', 'Linalool ex ho oil', '1,2-Dihydrolinalool', 'Linalool ex orange oil', '2,6-Dimethyl-2,7-octadien-6-ol', '6-Octadien-3-ol,3,7-dimethyl-1', '2,6-dimethylocta-2,7-dien-6-ol', '3,7-dimethylocta-1,6-dien-3-ol', '2,6-Dimethyl-2,7-octadiene-6-ol', '2,7-Octadien-6-ol, 2,6-dimethyl-', '1,6-octadien-3-ol, 3,7-dimethyl-', '1,6-Octadien-3-ol, 3,7-dimethyl-, (-)-']","Fragrance,Flavour,---,fragrance,perfume substances,deodorants/additives,antimicrobial,deodorant,Fragrance ingredient,Fragrance component,Fragrance Ingredient,Fragrance Component,fragrance component,contains fragrance allergens,fragrance allergen,fragrance ingredient,masking,fragrance additive,perfuming,flavouring"
1592,LINALYL ACETATE,,499.8mg/L(25 °C),196.29,0.901g/mLat 25°C(lit.),C12H20O2,CC(C)=CCCC(C)(OC(C)=O)C=C,"['FEMA 2636', 'LAVANDEX(R)', 'linalolacetate', 'LINALYL ACETATE', 'linalyl acetate', 'Linallyl acetate', 'LICAREOL ACETATE', 'LINALOOL ACETATE', 'LINALYL ACETATE EX-BOIS DE ROSE', '1,5-DIMETHYL-1-VINYL-4-HEXENYLACETATE', '1-ethenyl-1,5-dimethylhex-4-en-1-yl acetate', '(3R)-3,7-dimethylocta-1,6-dien-3-yl acetate', '(1S)-1-ethenyl-1,5-dimethylhex-4-en-1-yl acetate']","fragrance,Fragrance,Fragrance Component,fragrance component,fragrances,fragrance ingredient,masking,flavouring"
