id,Chemical Name,LogP (Partition coefficient),LogS (water solubility of the ingredient),Molecular weight,Density,Chemical formula,Structure,Synonyms,Functionalities
1603,Linoleyl Lactate,,,,,,,,
1604,Lithium Gluconate,,,,,,,,
1605,Lithium Hydroxide,,113 g/L (20 °C),23.95,1.43,LiOH,,"['lithium hydrate', 'Lithium hydroxide', 'Lithiumhydroxideanhydrous', 'LITHIUM HYDROXIDE 98+ 1 KG', 'Lithium hydroxide anhydrous', 'LITHIUM HYDROXIDE 98+ 100 G', 'Lithium Hydroxide Anhydrous [for General Organic Chemistry]']",
1606,Lithium Magnesium Silicate,,,290.74,,Li2Mg2O9Si3,,"['LITHIUM MAGNESIUM SILICATE', 'Silicic acid, lithium magnesium salt', 'Silicicacid,lithiummagnesiumsalt Silicicacid,lithiummagnesiumsalt']",
1607,Lithium Magnesium Sodium Silicate,,,206.40317,,LiMgNaO6Si2,,"['Laponite', 'Laponit CP', 'MagnesiuM lithiuM silicate', 'Synthetic magnesium silicate', 'LITHIUM MAGNESIUM SODIUM SILICATE', 'Synthetic magnesium lithium silicate', 'Kieselsure, Lithiummagnesiumnatriumsalz', 'Silicic acid, lithium magnesium sodium salt']",
1608,Lithium Stearate,,Insoluble in water.,290.41,1.025,C18H35LiO2,,"['stavinor', 'litholite', 'lithalure', 'LithiuM Stearat', 'Lithium stearate', 'LITHIUM STEARATE', 'lithiumoctadecanoate', 'lithium octadecanoate', 'STEARIC ACID LITHIUM SALT', 'Octadecanoicacid,lithiumsalt']",
1609,Lysine,,"Soluble in water. Insoluble in ethanol, ethyl ether, acetone, benzene and common neutral solvent.",146.19,1.1360 (rough estimate),C6H14N2O2,,"['Lys', 'Lysine', 'L-Lysine', 'L-Lys-OH', 'laiansuan', 'Lysine acid', 'L-Lysine Base', '(S)-(+)-Lysine', 'NEODIMIUM STAND', 'Arginine EP Impurity A', '(2S)-2,6-Diaminocaproic acid, (2S)-2,6-Diaminohexanoic acid']",
1610,Lysine Aspartate,,,,,,,,
1611,Lysine Glutamate,,,293.32,,C11H23N3O6,,"['LYS-GLU', 'NSC 10855', 'LYSINE GLUTAMATE', 'L-LYS L-GLU 2H2O', 'Lysine glutamate', 'L-Lysine L-glutamate', 'L-LYSINE-L-GLUTAMATE', 'L-Lysine-L-Glutamate', 'L-LYSINE L-GLUTAMATE SALT', 'L-LYSINE L-GLUTAMATE DIHYDRATE']",
1612,Lysine Hydrochloride,,65 g/100 mL (20°C),182.65,,C6H14N2O2.HCl,,"['233-234-9', 'H-Lys-OH*HCl', 'H-Lys-OHÂ·HCl', 'L-Lysine HCl', 'H-Lys-OH.HCl', '(L-lysinesalt)', 'L-Lysine Hcl Mono', 'L-Lysinhydrochlorid', 'lysine hydrochloride', 'Lysine, hydrochloride', 'L-Lysine chlorhydrate', 'L(+)-LYS hydrochloride', 'L-lysine hydrochloride', 'L-Lysine,hydrochloride', 'Lysine monohydrochloride', 'Lysine mono hydrochloride', 'L-Lysine monohydrochloride', 'L(+)LYSINE MONOCHLORHYDRATE', 'DL-Lysine, monohydrochloride', 'L(+)-Lysine monohydrochloride', '(2S)-2,6-Diaminohexans?urehydrochlorid', 'L(+)-2,6-Diaminocaproic acid hydrochloride', '(2S)-2,6-Diaminohexanoic acid hydrochloride', 'L(+)-2,6-Diaminohexanoic acid hydrochloride', '(S)-2,6-Diaminohexanoic acid monohydrochloride', 'L-lysine hcl solution sterile*filtered cell cultu']",
1613,Lysine Pca,,,,,,,,
1614,Lysine Thiazolidine Carboxylate,,,,,,,,
1615,Lysolecithin,,,,,,,,
1616,Magnesium Acetate,,Not miscible or difficult to mix with water.,142.39,1.5000,C4H6MgO4,,"['MAGNESIUM ACETATE', 'Magnesium acetate', 'Magnesium di(acetate)', 'Acetic acid magnesium salt', 'magnesium acetate solution', 'MAGNESIUM ACETATE, HYDROUS', 'Acetic acid, magnesium salt', 'Magnesium acetate,anhydrous', 'MAGNESIUM ACETATE, 4-HYDRATE', 'MAGNESIUM ACETATE SOLUTION, FOR MOL. BIO L., 1 M IN H2O']",
1617,Magnesium Acetylmethionate,,,404.78,,C14H24MgN2O6S2,,"['MAGNESIUM ACETYLMETHIONATE', 'Magnesium, bisN-(acetyl-.kappa.O)-L-methioninato-.kappa.O-, (T-4)-']",
1618,Magnesium Aluminum Silicate,,,482.991576,,Al2Mg2O15Si5,,['Magnesium aluminum silicate'],
1619,Magnesium Ascorbate,,,,,,,,
1620,Magnesium Aspartate,,,285.47,,C8H9MgN2O8-,,"['D02026', 'MAGNESIUM ASPARTATE', 'MAGNESIUM DI-L-ASPARTATE', '(2S)-2-aminobutanedioate', 'MONOMAGNESIUM L-ASPARTATE', 'L-ASPARTIC ACID MAGNESIUM SALT', 'L-ASPARTIC ACID HEMIMAGNESIUM SALT', 'magnesium 3-amino-4-hydroxy-4-oxobutanoate', 'o1]-,dihydrogen,(beta-4)-magnesate(2-bis[l-aspartato(2-)-n']",
1621,Magnesium Benzoate,,,,,,,,
1622,Magnesium Bromide,,"g/100g H2O: 100.6 (25°C), 125.4 (100°C); solid phase, MgBr2 Â·6H2O [KRU93]",184.11,3.72 g/mL at 25 °C (lit.),Br2Mg,,"['finechemical', 'Magnesiumbromid', 'UNII-2VC6P60SLN', 'Magnesium bromide', 'magnesium dibromide', 'magnesiumbromide(mgbr2)', 'Magnesium bromide (MgBr2)', 'Hydrobromic acid magnesium salt']",
1623,Magnesium Carbonate,,"g MgCO3/100g solution at CO2 pressure, kPa, 18°C: 3.5 (203), 4.28 (405), 5.90 (1010), 7.49 (1820), 7.49 (5670); at 0°C 8.58 (3445), at 60°C 5.56 (3445); soluble acids; insoluble alcohol [HAW93] [KIR81",84.31,3.050,CMgO3,,"['ci77713', 'Magnesite', 'c.i.77713', 'C.I. 77713', 'Giobertite', 'barringtonite', 'Magnesite dust', 'Magnesium Carbonate', 'Magnesite (Mg(CO3))', 'Australian magnesite', 'Magnesium carbonate,light', 'magnesium basic carbonate', 'dcilightmagnesiumcarbonate', 'carbonicacid,magnesiumsalt', 'Magnesium carbonate [USAN]', 'magnesium carbonate, basic', 'carbonic acid, magnesium salt', 'DCI Light Magnesium Carbonate']",
1624,Magnesium Chloride,,400 G/L (20 °C),95.21,2.32 g/mL at 25 °C (lit.),Cl2Mg,,"['MgCl', 'MGCL2', 'Slow-Mag', 'bischofite', 'Magesium Chloride', 'Magnesium chloride', 'magnesiumdichloride', 'Magnesium dichloride', 'magnesium chloride solution', 'MAGNESIUM CHLORIDE ANHYDROUS', 'MAGNESIUM CHLORIDE STANDARD SOLUTION, 0. 5 M', 'MAGNESIUM CHLORIDE SOLUTION, 0.025 M IN WATER, 10X1 ML', 'magnesium atomic spectroscopy standard concentrate 1.00 g mg']",
1625,Magnesium Glucoheptonate,,,,,,,,
1626,Magnesium Gluconate,,,,,C12H22O14MgÂ·2H2O,,"['MAGNESIUM GLUCONATE', 'magnesium gluconate (C6-H12-O7.Mg)']",
1627,Magnesium Glycerophosphate,,79g/L at 20°C,198.39,1.858[at 20°C],C3H11MgO6P,,"['MAGNESIUM GLYCEROPHOSPHATE', 'DL-ALPHA-GLYCEROL PHOSPHATE MAGNESIU', 'GLYCEROPHOSPHORIC ACID MAGNESIUM SALT', 'rac-glycero-3-phosphate magnesium salt', 'DL-ALPHA-GLYCERIN-PHOSPHAT MAGNESIUMSALZ', 'DL-ALPHA-GLYCEROPHOSPHATE MAGNESIUM SALT HYDRATE', 'DL-ALPHA-GLYCEROL PHOSPHATE MAGNESIUM SALT HYDRATE']",
1628,Magnesium Hydroxide,,0.9 mg/100 mL (18 °C),58.32,"2,36 g/cm3",H2MgO2,,"['FR-20', 'baschem12', 'combustrol500', 'causticmagnesite', 'asahiglass200-06', 'magnesium hydrate', 'Magnesium Hydroxide', 'magnesium dihydroxide', 'Magnesium hyroxide usp25', 'MAGNESIUM HYDROXIDE, POWDER', 'MAGNESIUM HYDROXIDE SIGMAULTRA', 'Magnesium hydroxide, min., 10-15 micron', 'Magnesium hydrate,high purity flameretardant', 'Magnesium hydroxide, Ph.Eur.4, BP2001, USP24, E528', '-Magnesium hydroxide, Ph.Eur.4, BP2001, USP24, E528']",
1629,Magnesium Laureth Sulfate,,,,,,,,
1630,Magnesium Lauryl Hydroxypropyl Sulfonate,,,,,,,,
1631,Magnesium Lauryl Sulfate,,,555.084,1.059 g/cm3Â at 25Â °C (lit.),C24H50MgO8S2,,['Magnesium lauryl sulfate'],
1632,Magnesium Myreth Sulfate,,,,,,,,
1633,Magnesium Myristate,,,479.03,,C28H54MgO4,,"['MAGNESIUM MYRISTATE', 'MAGNESIUM TETRADECANOATE', 'Dimyristic acid magnesium salt', 'Tetradecanoicacid,magnesiumsalt', 'Ditetradecanoic acid magnesium salt', 'Bis(tetradecanoic acid)magnesium salt']",
1634,Magnesium Nitrate,,Freely soluble in water. Moderately soluble in ethanol and ammonia.,148.3148,0.889g/mLat 25°C,MgN2O6,,"['UN1474', 'MG-1000', 'HSDB 660', 'Magniosan', 'ASHING ACID', 'UNII-77CBG3UN78', 'Magnesium nitrate', 'RIEKE(R) MAGNESIUM', 'Magnesium dinitrate', 'AQUANAL-PLUS MAGNESIUM', 'Magnesium (II) nitrate', 'AQUANAL(R)-PLUS MAGNESIUM', 'Nitric acid, magnesium salt', 'YIXJRHPUWRPCBB-UHFFFAOYSA-N', 'Magnesium nitrate [UN1474]  [Oxidizer]']",
1635,Magnesium Oleth Sulfate,,,,,,,,
1636,Magnesium Oxide,,"6.2 mg/L (20 °C), reacts",40.3,3.58,MgO,,"['corox', 'slo469', 'slo369', 'Sermag', 'MgO-70', 'animag', 'dynamag', 'anscorp', 'Tanbase', 'ci77711', 'akro-mag', 'flamarret', 'dynatherm', 'elastomag170', 'elastomag100', 'elastomag 100', 'burnt magnesia', 'calcinedbrucite', 'Magnesium oxide', 'electromagnesia', 'seawatermagnesia', 'encapsulated mgo', 'calcined brucite', 'calcinedmagnesite', 'calcined magnesite', 'magnesiumoxideheavy', 'magnesium oxide light', 'fused magnesium oxide', 'magnesium oxygen(-2) anion', 'MAGNESIUM OXIDE, NANOPOWDER', 'magnesiumoxidemeshwhitepowder', 'electromagnesia (magnesium oxide)', 'magnesiumoxidefusedcrystalswhitextl']",
1637,Magnesium Palmitate,,,,,,,,
1638,Magnesium Propionate,,,,,,,,
1639,Magnesium Salicylate,,,298.53,,C14H10MgO6,,"['Magan', 'Mobidin', 'UNII-41728CY7UX', 'UNII-JQ69D454N1', 'Magnesium Salicylate', 'MAGNESIUM SALICYLATE', 'Magnesium disalicylate', 'magnesium 2-hydroxybenzoate', 'MQHWFIOJQSCFNM-UHFFFAOYSA-L', 'Magnesium salicylate anhydrous', 'Disalicylic acid magnesium salt', 'magnesium bis(2-hydroxybenzoate)', '2-Hydroxy Benzoic Aicd Magnesium Salt', 'Magnesium, bis(2-hydroxybenzoato-O1,O2)-, (T-4)-', 'Magnesium, bis(2-(hydroxy-kappaO)benzoato-kappaO)-, (T-4)-']",
1640,Magnesium Silicate,,,379.27,"2,7 g/cm3",H2Mg3O12Si4,,"['TALC', 'TALCUM', 'STEATITE', 'SOAPSTONE', 'VANTALC 6H', 'TALCUM VENETUM', 'VANTALC F 2003', 'Mahnesium Silicate', 'Magnesium silicate']",
1641,Magnesium Stearate,,Insoluble,591.24,1.028g/cm3,C36H70MgO4,,"['Dolomol', 'petracmg20nf', 'MAGNESIUM STEARATE', 'Magnesium Stearate', 'MAGENSIUM STEARATE', 'stearatedemagnesium', 'magnesiumdistearate', 'Magnesium Stearate Bp', 'MAGNESIUM OCTADECANOATE', 'magnesium dioctadecanoate', '\ndibasicmagnesiumstearate', 'Magnesiumstearatemedicinal', 'STEARIC ACID MAGNESIUM SALT', 'OCTADECONIC ACID MAGNESIUM SALT', 'Octadecanoic acid magnesium salt', 'OCTADECANOIC ACID MAGNESIUM SALT']",
1642,Magnesium Sulfate,,"H2O: 1 M at 20 °C, clear, colorless. Soluble in water. Slightly soluble in alcohol, glycerol. Insoluble in acetone.",120.3676,1.07 g/mL at 20 °C,MgSO4,,"['Tomix OT', 'NSC 146179', 'CCRIS 8411', 'Sal Angalis', 'TBS TABLETS', 'Magnesium sulfate', 'Magnesium sulphate', 'MES-SDS BUFFER 20X', 'MAGNESIUM SULPHATE XH2O', 'Magnesium sulfate-dried', 'Magnesium Sulphate Hepta', 'Magnesium sulfate anhydrous', 'TRIS-ACETATE-SDS BUFFER 10X', 'Magnesium  sulfate  anhydrous', 'Magnesium sulfate Vetec(TM) reagent grade']",
1643,Magnesium Sulfide,,decomposes in H2O [HAW93],56.37,"2,84 g/cm3",MgS,,"['MgS', 'Einecs 234-771-1', 'MAGNESIUM SULFIDE', 'magnesiumsulphide', 'Magnesium sulfide', 'magnesiumsulfide(mgs)', 'Magnesium sulfide (MgS)']",
1644,Magnesium Thioglycolate,,,,,,,,
1645,Magnesium Trisilicate,,"insoluble H2O, EtOH [CRC10]",76.45,,H8MgOSi,,"['Petimin', 'Magnosil', 'HSDB 589', 'Trisilicalm', 'Dicarbocalm', 'dicarbocalm', 'Parasepiolite', 'Magnesium trisilicate', 'MAGNESIUM TRISILICATE', 'MAGNESIUM TRISILICATE BP', 'DI-MAGNESIUM TRISILICATE', 'magnesiummesotrisilicate', 'Magnesium mesotrisilicate', 'Magnesium trisilicate USP', 'magnesiumsilicate(mg2si3o8)', 'Magnesium silicate (Mg2Si3O8)', 'Magnesium trisilicate anhydrous', 'Dimagnesium trisilicon octaoxide', 'Magnesium silicon oxide (Mg2Si3O8)', 'Magnesium silicon oxide (Mg2Si308)', 'MAGNESIUM TRISILICATE HYDRATE, PH EUR', 'dimagnesium 1,5-dioxotrisiloxane-1,3,3,5-tetrolate']",
1646,Maleic Acid,,790 g/L (25 °C),116.07,1.59 g/mL at 25 °C (lit.),C4H4O4,,"['Maleic acid', 'acidemaleique', 'Kyselina maleinova', '(z)-butenedioicaci', 'Cis-Butenedioic acid', 'Butenedioic acid,(Z)-', '2-Butenedioicacid(Z)-', 'cis-2-Butenedioic acid', '(2Z)-but-2-enedioic acid', '(2E)-but-2-enedioic acid', 'methylidenepropanedioic acid', '1,2-ethylenedicarboxylicacid,(z)', 'cis-Ethylene-1,2-dicar-boxylicacid', '1,2-Ethylenedicarboxylic acid, (Z)']",
1647,Malic Acid,,500g/L at 25°C,134.09,"1,609 g/cm3",C4H6O5,,"['C00711', 'Malic acid', 'DL-Malic acid', 'MALIC ACID, DL-', 'Malicacidpfelsure', 'Musashi-no-Ringosan', 'DL-Hydroxysuccinic acid', '2-hydroxybutanedioic acid', '(2R)-2-hydroxybutanedioate']",
1648,Malonic Acid,,1400 g/L (20 °C),104.06,1.619 g/cm3 at 25 °C,C3H4O4,,"['malonic acid', 'propanedioate', 'Propanedioic acid', 'Carboxyacetic acid', 'Malonic acid 141-82-2', 'Methane dicardonic acid', 'Methanadicarboxylic acid', 'Sodium Valproate Impurity 24', 'Valproic Acid Impurity 2 (Malonic Acid)', '141-82-2  Malonic acid  1,3-Propanedioic acid']",
1649,Maltitol,,Soluble in water. Slightly soluble in ethanol.,344.31,1.3863 (rough estimate),C12H24O11,,"['Maltitol', 'Amalty P', '585-88-6', 'amaltisyrup', 'amaltymr100', 'Amalty MR 20', 'Amalty MR 50', 'Amalty MR 100', 'MALTITOLSYRUP', '5-17-07-00145', 'MALTITOL-BASEDPRODUCTS', '4-O-a-D-glucopyranosyl-D-glucitol', '4-O-a-D-glucopyranosyl- D-glucitol', 'd-4-o-alpha-d-glucopyranosylglucitol', '4-o-alpha-d-glucopyranosyl-d-glucito', '3-O-beta-D-galactopyranosyl-D-allitol', '4-O-alpha-D-Glucopyranosyl-D-glucitol', 'GLUCITOL,4-O-ALPHA-D-GLUCOPYRANOSYL,D-', '4-O-.alpha.-D-GlucopyronosylD-sorbitol']",
1650,Maltose,,310.3g/L(20 °C),342.3,1.5400,C12H22O11,,"['MALTOSE', 'maltose', 'D-MALTOSE', 'MALTOBIOSE', 'D-(+)-MALTOSE', 'maltose, pure', 'D-MaltoseMonohydrate,SubstrateGrade', 'MALTOSE MONOHYDRATE FOR MICROBIOLOGY', '4-O-alpha-D-glucopyranosyl-D-glucose', '4-O-alpha-D-glucopyranosyl-beta-D-glucopyranose', 'D-Glucopyranose, 4-O-a-D-glucopyranosyl- (8CI, 9CI)', '6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-tetrahydropyran-2,3,4-triol']",
1651,M-Aminophenol,,35 g/L (20 °C),109.13,0.99,C6H7NO,,"['zoba eg', 'nako teg', 'furro eg', 'renal eg', 'ursol eg', 'tetral eg', 'pelagal eg', 'C.I. 76545', 'fourrine eg', 'fourrine 65', 'futramine eg', 'fouramine eg', '3-Aminophenol', 'basf ursol bg', 'M-Aminophenol', '3-AMINOPHENOL', 'M-AMINOPHENOL', 'm-amino phenol', 'Aminophenol, 3-', 'M-HYDROXYANILINE', 'Meta Aminophenol', '3-Hydroxyaniline', 'META AMINO PHENOL', 'm-hydroxyphenylamine', 'm-hydroxyaminobenzene', 'C.I. Oxidation Base 7', 'LABOTEST-BB LTBB000485', '1-Amino-3-hydroxybenzene', '3-AMINO-1-HYDROXYBENZENE', '3-Amino-1-hydroxybenzene', '1-amino-3-hydroxybenzene[qr]']",
1652,M-Aminophenol Hcl,,,145.59,,C6H8ClNO,,"['Einecs 200-125-2', '3-AminophenolHCl', 'm-AMINOPHENOL HCl', '3-hydroxyaniliniumchloride', 'm-Aminophenol hydrochloride', '3-Aminophenol hydrochloride', '3-AMINOPHENOL HYDROCHLORIDE', 'Phenol, 3-amino-, hydrochloride']",
1653,Mandelic Acid,,150 g/L (20 °C),152.15,1.30,C8H8O3,,"['Mandelic Acid', 'Dl-Mandelicacid', 'DL-Mandelic acid', '(n)-mandelic acid', 'Kyselina mandlova', '(R)(S)-Mandelicacid', '(Â±)-Dl-Mandelic Acid', 'Cyclandelate,Pemoline', 'DL-MANDELIC ACID611-72-3', 'Dl-Mandelic Acid Free Acid', 'MANDELICACIDANDITSCOMMONSALTS', 'alpha-Hydroxyphenylacetic acid', 'alpha-Hydroxy-benzeneacetic acid', 'kyselina2-fenyl-2-hydroxyethanova', 'Kyselina 2-fenyl-2-hydroxyethanova', 'Benzeneaceticacid,Alpha-Hydroxy-,(+-)-']",
1654,Manganese Acetylmethionate,,,435.418209,,C14H24MnN2O6S2,,"['MANGANESE ACETYLMETHIONATE', 'Manganese, bisN-(acetyl-.kappa.O)-L-methioninato-.kappa.O-']",
1655,Manganese Aspartate,,,,,,,,
1656,Manganese Chloride,,723 g/L (25 °C),125.84,2.98 g/mL at 25 °C (lit.),Cl2Mn,,"['scacchite', 'anese(II) chL', 'Manganese bister', 'MANGANESE CHLORIDE', 'MANGANOUS CHLORIDE', 'Manganous chloride', 'Manganese chloride', 'di-manganesechlorid', 'Mangan(2+)dichlorid', 'Manganese dichloride', 'MANGANESE DICHLORIDE', 'Manganese bichloride', 'Manganese(II) chloride', 'MANGANESE(II) CHLORIDE', 'Manganese (II) chloride', 'Manganese(2+) dichloride', 'Manganese chloride (MnCl2)', 'dichlorure de manganÃ¨se(2+)', 'Manganous chloride,anhydrous', 'Manganese(II)chlorideanhydrous']",
1657,Manganese Gluconate,,soluable in hot water,443.22,,C12H20MnO14,,"['HSDB 1225', 'CCRIS 3942', 'Manganese Gluconate', 'MANGANESE GLUCONATE', 'Manganese D-gluconate', 'Manganese(II) gluconate', 'ZINC GLUCONATE POWDER USP', 'Manganese gluconate USP26 FCCIV', 'Bis(D-gluconato-O1,O2)manganese', 'bis(D-gluconato-O1,O2)manganese', 'o2)-bis(d-gluconato-o(beta-4)-manganes', 'bis(D-gluconato-ÎºO1,ÎºO2)-,(T-4)-Manganese', 'Manganese, bis(D-gluconato-O1,O2)-, (T-4)-', 'Bis(D-gluconato-O(sup 1),O(sup 2)) manganese', 'Manganese, bis(D-gluconato-O1,O2)-, (beta-4)-', 'manganese(2+) bis[(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate] (non-preferred name)']",
1658,Manganese Glycerophosphate,,,,,,,['MANGANESE GLYCEROPHOSPHATE'],
1659,Manganese Pca,,,,,,,,
1660,Mannitan Oleate,,,,,,,,
1661,Mannitol,,177.3g/L(25 °C),182.17,1.596,C6H14O6,,"['Maitol', 'hexitol', 'NSC 9256', 'Mannitol', 'MANNITOL', 'AI3-19511', 'CB4720971', 'D-Mannitol', 'L-altritol', 'DL-Mannitol', 'MANNITOL USP', 'Mannidex 16700', 'D-(-)-Mannitol', 'Hexahydroxyhexane']",
1662,M-Cresol,,20 g/L (20 °C),108.14,1.034g/mLat 25°C(lit.),C7H8O,,"['m-Cresol', 'M-CRESOL', 'FEMA 3530', 'm-Cresole', '\n3-Cresol', 'M-CRESOL 70', 'META-CRESOL', 'Meta-Cresol', 'm-methylphenol', '3-Methylphenol', '3-methyl-Phenol', '3-Hydroxytoluene', 'hydroxy-3-methylbenzene', 'Hydroxy-3-methylbenzene', '1-hydroxy-3-methylbenzene']",
1663,Mdm Hydantoin,,Freely soluble in water.,158.16,1.257Â±0.06 g/cm3(Predicted),C6H10N2O3,,"['MDM hydantoin', 'Methyldimethylhydantoin', '1-METHYLOL-5,5-DIMETHYLHYDANTOIN', '1,1-METHYLOL-5,5-DIMETHYLHYDANTOIN', '5,5-Dimethyl-1-(hydroxymethyl)hydantoin', '1-(HYDROXYMETHYL)-5,5-DIMETHYLHYDANTOIN', '1-(Hydroxymethyl)-5,5-dimethylhydantoin', '1-(Hydroxymethyl)-5,5-dimethyl hydantoin', '1-(hydroxymethyl)-5,5-dimethylimidazolidine-2,4-dione', '1-(Hydroxymethyl)-5,5-dimethyl-2,4-imidazolidinedione', '4-Imidazolidinedione,1-(hydroxymethyl)-5,5-dimethyl-2', '1-(Hydroxymethyl)-5,5-dimethylimidazolidine-2,4-dione-']",
1664,Mea-Borate,,,104.9,1.184Â±0.06 g/cm3(Predicted),C2H8BNO3,,"['MEA-BORATE', 'Actracor m', 'Einecs 233-829-3', 'Boric acid 2-aminoethyl ester', 'Boric acid dihydrogen 2-aminoethyl ester', '2-aminoethanol, monoester with boric acid']",
1665,Mea-Iodine,,,,,,,,
1666,Mea-Lauryl Sulfate,,,,,,,,
1667,Mea-Salicylate,,,,,,,,
1668,Mek,,290 g/L (20 °C),72.11,0.805 g/mL at 25 °C (lit.),C4H8O,,"['MEK', '2-Butanone', 'butan-2-one', 'Ethyl methyl ketone', 'Methyl ethyl ketone', '2-Butanone (Controlled Chemical)', 'METHYL ETHYL KETONE (MEK)(BUTANONE)', 'METHYL ETHYL KETONE DISTILLED IN GLASS']",
1669,Mel,,,,,,,,
1670,Melanin,,,,,,,,
1671,Melatonin,,,232.28,1.1099 (rough estimate),C13H16N2O2,,"['MLT', 'Melatonin', 'Melatonine', 'L-Arabinitol', 'Melatonin (AS)', 'Melatonin solution', 'MELATONINE FOR SYNTHESIS 5 G', 'MELATONINE FOR SYNTHESIS 1 G', 'N-Acetyl-5-methoxytryptamine', '3-N-Acetyl-5-methoxyl tryptamine', 'Melatonin N-Acetyl-5-methoxytryptamine', 'N-(2-(5-methoxyindol-3-yl)ethyl)acetamide', 'Acetamide, N-(2-(5-methoxyindol-3-yl)ethyl)-', 'N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]acetamide', 'N-(2-(5-Methoxy-1H-indol-3-yl)ethyl)acetamide', 'N-[2-(5-METHOXY-1H-INDOL-3-YL)ETHYL]ACETAMIDE', 'Melatonine,N-(2-(5-Methoxyindol-3-yl)ethyl)acetaMide']",
1672,Menadione,,INSOLUBLE,172.18,1.1153 (rough estimate),C11H8O2,,"['Menadione', 'Vitamin K3', 'menaphthone', 'weishengsK3', 'Vitamin K_3', 'Vitamin K2(0)', 'menadione (k3)', 'enadione (1.05793)', 'Menadione (1.05793)', 'MENADIONE,POWDER,USP', 'MenadioneForBiochemistry', '2-Methyl-1,4-naphthoquinone', 'Phytomenadione EP Impurity A', '2-Methyl-1,4-dihydronaphthalene-1,4-dione']",
1673,Mentha Piperita Oil,,Insoluble in water,,0.9g/mLat 25°C(lit.),,,"['Peppert oil', 'Cornmint oil', 'dementholized', 'Peppermint oil', 'peppmint oil dmo', 'PeppermintOilPure', 'Mentha piperita oil', 'PEPPERMINT OIL  FCC', 'Citrusgrandispeeloil', 'PeppermintOil,PolarBrand', 'PEPPERMINT OIL  REDISTILLED  FCC', 'PEPPERMINT OIL  TERPENELESS  FCC', 'PEPPERMINT OIL FROM MENTHA PIPERITA L., NATURAL']",
1674,Menthol,,insoluble,156.27,0.89g/mLat 25°C(lit.),C10H20O,,"['Mentol', 'Menthol', 'DL-Menthol', 'Racementhol', 'p-Menthan-3-ol', 'Menthol 89-78-1', 'Menthol Crystals', 'DL-Menthol crystal', 'component of Theragesic', 'component of Dermoplast', 'cyclohexanol,2-isopropyl-5-methyl-', 'component of Robitussin cough drops', 'Cyclohexanol, 2-isopropyl-5-methyl-', '(1R,2S,5R)-5-methyl-2-(propan-2-yl)cyclohexanol', '(1R,2R,5S)-5-methyl-2-propan-2-yl-1-cyclohexanol']",
1675,Menthoxypropanediol,,2.27g/L at 20°C,230.34,1.00,C13H26O3,,"['MOPD', 'FEMA 3784', 'Menthoxypropanediol', '3-L-MENTHOXYPROPANE-1,2-DIOL', '3-1-MENTHOXYPROPANE-1,2-DIOL', '3-(p-Menth-3-yloxy)-1,2-propanediol', '3-[[5-methyl-2-(1-methylethyl)cyclohexyl]oxy]-2-propanediol', '1,2-Propanediol, 3-5-methyl-2-(1-methylethyl)cyclohexyloxy-', '2-Propanediol,3-[[5-methyl-2-(1-methylethyl)cyclohexyl]oxy]-1']",
1676,Menthyl Acetate,,17mg/L at 25°C,198.3,0.922 g/mL at 25 °C (lit.),C12H22O2,,"['Menthyl acetate', 'menthyl acetate', 'D-Menthol Acetate', 'l-Menthol acetate', '(+)-Menthyl Acetate', 'MENTHYL ACETATE  97', '(+)-Menthol Acetate', 'D-(+)-Menthyl Acetate', '(1S)-(+)-Menthyl Acetate', 'Menthol, acetate, cis-1,3,trans-1,4-', '(1S,2R,5S)-2-Isopropyl-5-Methylcyclohexyl Acetate', '(1S,2R,5S)-5-Methyl-2-(Propan-2-Yl)Cyclohexyl Acetate', '(1A,2B,5A)-5-Methyl-2-(1-Methylethyl)Cyclohexanol Acetate', 'Cyclohexanol, 5-Methyl-2-(1-Methylethyl)-, Acetate, (1S,2R,5S)-', 'Cyclohexanol, 5-methyl-2-(1-methylethyl)-, acetate, (1R,2S,5R)-rel-', '5-methyl-2-(1-methylethyl)-,acetate,(1alpha,2beta,5alpha)-cyclohexano', 'Cyclohexanol, 5-Methyl-2-(1-Methylethyl)-, Acetate, (1Alpha,2Beta,5Alpha)-', 'Cyclohexanol, 5-methyl-2-(1-methylethyl)-, acetate, (1alpha,2beta,5alpha)-', '5-methyl-2-(1-methylethyl)-,acetate,(1.alpha.,2.beta.,5.alpha.)-Cyclohexanol', 'Cyclohexanol, 5-Methyl-2-(1-Methylethyl)-, Acetate, (1.Alpha.,2.Beta.,5.Alpha.)-']",
